Record Date,Country - Currency Description,Exchange Rate,Effective Date
9/30/13,Egypt-Pound,6.89,9/30/13
9/30/13,El Salvador-Colon,1,9/30/13
9/30/13,Equatorial Guinea-CFA Franc,485.93,9/30/13
9/30/13,Eritrea-Nakfa,15,9/30/13
9/30/13,Estonia-Euro,0.74,9/30/13
9/30/13,Estonia-Kroon,11.697,9/30/13
9/30/13,Ethiopia-Birr,18.83,9/30/13
9/30/13,Euro Zone-Euro,0.74,9/30/13
9/30/13,Fiji-Dollar,1.83,9/30/13
9/30/13,Finland-Euro,0.74,9/30/13
9/30/13,France-Euro,0.74,9/30/13
9/30/13,Gabon-CFA Franc,485.93,9/30/13
9/30/13,Gambia-Dalasi,34,9/30/13
9/30/13,Georgia-Lari,1.67,9/30/13
9/30/13,Germany-Euro,0.74,9/30/13
9/30/13,Ghana-Second Cedi,2.16,9/30/13
9/30/13,Greece-Euro,0.74,9/30/13
9/30/13,Grenada-E.Caribbean Dollar,2.7,9/30/13
9/30/13,Guatemala-Quetzal,7.93,9/30/13
9/30/13,Guinea Bissau-CFA Franc,485.93,9/30/13
9/30/13,Guinea-Franc,6916,9/30/13
9/30/13,Guyana-Dollar,202,9/30/13
9/30/13,Haiti-Gourde,43.07,9/30/13
9/30/13,Honduras-Lempira,20.42,9/30/13
9/30/13,Hong Kong-Dollar,7.75,9/30/13
9/30/13,Hungary-Forint,220.45,9/30/13
9/30/13,Iceland-Krona,120.91,9/30/13
9/30/13,India-Rupee,62.5,9/30/13
9/30/13,Indonesia-Rupiah,11475,9/30/13
9/30/13,Iran-Rial,8229,9/30/13
9/30/13,Iraq-Dinar,1166,9/30/13
9/30/13,Ireland-Euro,0.74,9/30/13
9/30/13,Israel-Shekel,3.54,9/30/13
9/30/13,Italy-Euro,0.74,9/30/13
9/30/13,Jamaica-Dollar,101,9/30/13
9/30/13,Japan-Yen,97.81,9/30/13
9/30/13,Jordan-Dinar,0.71,9/30/13
9/30/13,Kazakhstan-Tenge,153.6,9/30/13
9/30/13,Kenya-Shilling,86.6,9/30/13
9/30/13,Korea-Won,1073.7,9/30/13
9/30/13,Kuwait-Dinar,0.28,9/30/13
9/30/13,Kyrgyzstan-Som,48.8,9/30/13
9/30/13,Laos-Kip,7833,9/30/13
9/30/13,Latvia-LATS,0.52,9/30/13
9/30/13,Lebanon-Pound,1500,9/30/13
9/30/13,Lesotho-Maloti,10.08,9/30/13
9/30/13,Liberia-Dollar,50.083,9/30/13
9/30/13,Libya-Dinar,1.24,9/30/13
9/30/13,Lithuanian-Lita,2.56,9/30/13
9/30/13,Luxembourg-Euro,0.74,9/30/13
9/30/13,Madagascar-Franc,2214.8799,9/30/13
9/30/13,Malawi-Kwacha,377,9/30/13
9/30/13,Malaysia-Ringgit,3.26,9/30/13
9/30/13,Mali-CFA Franc,485.93,9/30/13
9/30/13,Malta-Euro,0.74,9/30/13
9/30/13,Maltese-LIRA,0.789,9/30/13
9/30/13,Marshall Islands-U.S. Dollar,1,9/30/13
9/30/13,Mauritania-First Ouguiya,305,9/30/13
9/30/13,Mauritius-Rupee,30.4,9/30/13
9/30/13,Mexico-Peso,13.2,9/30/13
9/30/13,Micronesia-U.S. Dollar,1,9/30/13
9/30/13,Moldova-LEU,12.95,9/30/13
9/30/13,Mongolia-Tugrik,1646.48,9/30/13
9/30/13,Morocco-Dirham,8.27,9/30/13
9/30/13,Mozambique-Meticais,29.8,9/30/13
9/30/13,Mozambique-Metical,0.74,9/30/13
9/30/13,Nambia-Dollar,10.08,9/30/13
9/30/13,Nepal-Rupee,100.15,9/30/13
9/30/13,Netherland-Euro,0.74,9/30/13
9/30/13,Netherlands Antilles-Guilder,1.78,9/30/13
9/30/13,New Zealand-Dollar,1.21,9/30/13
9/30/13,Nicaragua-Cordoba,24.84,9/30/13
9/30/13,Niger-CFA Franc,485.93,9/30/13
9/30/13,Norway-Krone,6.01,9/30/13
9/30/13,Oman-Rial,0.39,9/30/13
9/30/13,Pakistan-Rupee,105.8,9/30/13
9/30/13,Panama-Balboa,1,9/30/13
9/30/13,Papua New Guinea-Kina,2.43,9/30/13
9/30/13,Paraguay-Guarani,4425,9/30/13
9/30/13,Peru-Sol,2.78,9/30/13
9/30/13,Philippines-Peso,43.49,9/30/13
9/30/13,Poland-Zloty,3.13,9/30/13
9/30/13,Portugal-Euro,0.74,9/30/13
9/30/13,Qatar-Riyal,3.64,9/30/13
9/30/13,Rep. of N Macedonia-Dinar,43.4,9/30/13
9/30/13,Republic of Palau-Dollar,1,9/30/13
9/30/13,Romania-New Leu,3.3,9/30/13
9/30/13,Russia-Ruble,32.46,9/30/13
9/30/13,Rwanda-Franc,656.66,9/30/13
9/30/13,Sao Tome & Principe-Dobras,18143.5801,9/30/13
9/30/13,Saudi Arabia-Riyal,3.75,9/30/13
9/30/13,Senegal-CFA Franc,485.93,9/30/13
9/30/13,Seychelles-Rupee,11.9,9/30/13
9/30/13,Sierra Leone-Leone,4325,9/30/13
9/30/13,Singapore-Dollar,1.26,9/30/13
9/30/13,Slovak-Korun,0.789,9/30/13
9/30/13,Slovakia-Euro,0.74,9/30/13
9/30/13,Slovenia-Euro,0.74,9/30/13
9/30/13,Slovenia-Tolars,0.009,9/30/13
9/30/13,Solomon Islands-Dollar,6.85,9/30/13
9/30/13,South Africa-Rand,10.08,9/30/13
9/30/13,Sri Lanka-Rupee,132,9/30/13
9/30/13,St. Lucia-E. Caribbean Dollar,2.7,9/30/13
9/30/13,Sudan-Dinar,5.8,9/30/13
9/30/13,Suriname-Guilder,3.35,9/30/13
9/30/13,Swaziland-Langeni,10.08,9/30/13
9/30/13,Sweden-Krona,6.41,9/30/13
9/30/13,Switzerland-Franc,0.91,9/30/13
9/30/13,Syria-Pound,135.52,9/30/13
9/30/13,Taiwan-Dollar,29.56,9/30/13
9/30/13,Tajikistan-Somoni,4.76,9/30/13
9/30/13,Tanzania-Shilling,1606,9/30/13
9/30/13,Thailand-Baht,31.29,9/30/13
9/30/13,Togo-CFA Franc,485.93,9/30/13
9/30/13,Tonga-Pa'anga,1.73,9/30/13
9/30/13,Trinidad & Tobago-Dollar,6.38,9/30/13
9/30/13,Tunisia-Dinar,1.65,9/30/13
9/30/13,Turkey-New Lira,2.04,9/30/13
9/30/13,Turkmenistan-New Manat,2.84,9/30/13
9/30/13,Uganda-Shilling,2555,9/30/13
9/30/13,Ukraine-Hryvnia,8.19,9/30/13
9/30/13,United Arab Emirates-Dirham,3.67,9/30/13
9/30/13,United Kingdom-Pound,0.62,9/30/13
9/30/13,Uruguay-Peso,21.65,9/30/13
9/30/13,Uzbekistan-Som,2180,9/30/13
9/30/13,Vanuatu-Vatu,94.17,9/30/13
9/30/13,Venezuela-Soberano (OLD),6.3,9/30/13
9/30/13,Vietnam-Dong,21100,9/30/13
9/30/13,Western Samoa-Tala,2.24,9/30/13
9/30/13,Yemen-Rial,214.5,9/30/13
9/30/13,Zambia-Kwacha,5.335,9/30/13
9/30/13,Zimbabwe-Dollar,1,9/30/13
9/30/13,Zimbabwe-RTGS,1,9/30/13
9/30/13,Nigeria-Naira,160.65,9/30/13
9/30/13,Serbia-Dinar,84.89,9/30/13
9/30/13,Spain-Euro,0.74,9/30/13
6/30/13,Afghanistan-Afghani,56,6/30/13
6/30/13,Albania-Lek,107.8,6/30/13
6/30/13,Algeria-Dinar,79.58,6/30/13
6/30/13,Angola-Kwanza,95,6/30/13
6/30/13,Antigua & Barbuda-E. Caribbean Dollar,2.7,6/30/13
6/30/13,Argentina-Peso,5.38,6/30/13
6/30/13,Armenia-Dram,410,6/30/13
6/30/13,Australia-Dollar,1.08,6/30/13
6/30/13,Austria-Euro,0.77,6/30/13
6/30/13,Azerbaidjan-Second Manat,0.8,6/30/13
6/30/13,Bahamas-Dollar,1,6/30/13
6/30/13,Bahrain-Dinar,0.38,6/30/13
6/30/13,Bangladesh-Taka,79,6/30/13
6/30/13,Barbados-Dollar,2.02,6/30/13
6/30/13,Belarus-Ruble,8790,6/30/13
6/30/13,Belgium-Euro,0.77,6/30/13
6/30/13,Belize-Dollar,2,6/30/13
6/30/13,Benin-CFA Franc,501.41,6/30/13
6/30/13,Bermuda-Dollar,1,6/30/13
6/30/13,Bolivia-Boliviano,6.86,6/30/13
6/30/13,Bosnia-Marka,1.5,6/30/13
6/30/13,Botswana-Pula,8.59,6/30/13
6/30/13,Brazil-Real,2.2,6/30/13
6/30/13,Brunei-Dollar,1.27,6/30/13
6/30/13,Bulgaria-Lev New,1.5,6/30/13
6/30/13,Burkina Faso-CFA Franc,501.41,6/30/13
6/30/13,Burma-Kyat,948,6/30/13
6/30/13,Burundi-Franc,1560,6/30/13
6/30/13,Cambodia-Riel,4103,6/30/13
6/30/13,Cameroon-CFA Franc,501.41,6/30/13
6/30/13,Canada-Dollar,1.05,6/30/13
6/30/13,Cape Verde-Escudo,82.05,6/30/13
6/30/13,Cayman Island-Dollar,0.82,6/30/13
6/30/13,Central African Rep.-CFA Franc,501.41,6/30/13
6/30/13,Chad-CFA Franc,501.41,6/30/13
6/30/13,Chile-Peso,503.3,6/30/13
6/30/13,China-Renminbi,6.14,6/30/13
6/30/13,Colombia-Peso,1922.59,6/30/13
6/30/13,Comoros-Franc,361.35,6/30/13
6/30/13,Congo-CFA Franc,501.41,6/30/13
6/30/13,Costa Rica-Colon,498.7,6/30/13
6/30/13,Cote D'ivoire-CFA Franc,501.41,6/30/13
6/30/13,Croatia-KUNA,5.63,6/30/13
6/30/13,Cross Border-Euro,0.77,6/30/13
6/30/13,Cuba-Chavito,1,6/30/13
6/30/13,Cyprus-Euro,0.77,6/30/13
6/30/13,Cyprus-Pound,0.789,6/30/13
6/30/13,Czech. Republic-Koruna,19.57,6/30/13
6/30/13,Dem. Rep. of Congo-Franc,920,6/30/13
6/30/13,Denmark-Krone,5.71,6/30/13
6/30/13,Djibouti-Franc,177,6/30/13
6/30/13,Dominican Republic-Peso,41.58,6/30/13
6/30/13,Ecuador-Dolares,1,6/30/13
6/30/13,Egypt-Pound,7.02,6/30/13
6/30/13,El Salvador-Colon,1,6/30/13
6/30/13,Equatorial Guinea-CFA Franc,501.41,6/30/13
6/30/13,Eritrea-Nakfa,15,6/30/13
6/30/13,Estonia-Euro,0.77,6/30/13
6/30/13,Estonia-Kroon,11.697,6/30/13
6/30/13,Ethiopia-Birr,18.64,6/30/13
6/30/13,Euro Zone-Euro,0.77,6/30/13
6/30/13,Fiji-Dollar,1.86,6/30/13
6/30/13,Finland-Euro,0.77,6/30/13
6/30/13,France-Euro,0.77,6/30/13
6/30/13,Gabon-CFA Franc,501.41,6/30/13
6/30/13,Gambia-Dalasi,39,6/30/13
6/30/13,Georgia-Lari,1.66,6/30/13
6/30/13,Germany-Euro,0.77,6/30/13
6/30/13,Ghana-Second Cedi,2.02,6/30/13
6/30/13,Greece-Euro,0.77,6/30/13
6/30/13,Grenada-E.Caribbean Dollar,2.7,6/30/13
6/30/13,Guatemala-Quetzal,7.83,6/30/13
6/30/13,Guinea Bissau-CFA Franc,501.41,6/30/13
6/30/13,Guinea-Franc,6884,6/30/13
6/30/13,Guyana-Dollar,202,6/30/13
6/30/13,Haiti-Gourde,42.2,6/30/13
6/30/13,Honduras-Lempira,19.91,6/30/13
6/30/13,Hong Kong-Dollar,7.76,6/30/13
6/30/13,Hungary-Forint,226.35,6/30/13
6/30/13,Iceland-Krona,123.19,6/30/13
6/30/13,India-Rupee,59.55,6/30/13
6/30/13,Indonesia-Rupiah,9875,6/30/13
6/30/13,Iraq-Dinar,1166,6/30/13
6/30/13,Ireland-Euro,0.77,6/30/13
6/30/13,Israel-Shekel,3.62,6/30/13
6/30/13,Italy-Euro,0.77,6/30/13
6/30/13,Jamaica-Dollar,99,6/30/13
6/30/13,Japan-Yen,99,6/30/13
6/30/13,Jordan-Dinar,0.71,6/30/13
6/30/13,Kazakhstan-Tenge,151.8,6/30/13
6/30/13,Kenya-Shilling,85.5,6/30/13
6/30/13,Korea-Won,1141,6/30/13
6/30/13,Kuwait-Dinar,0.29,6/30/13
6/30/13,Kyrgyzstan-Som,48.2,6/30/13
6/30/13,Latvia-LATS,0.54,6/30/13
6/30/13,Lebanon-Pound,1500,6/30/13
6/30/13,Lesotho-Maloti,9.97,6/30/13
6/30/13,Liberia-Dollar,49.1727,6/30/13
6/30/13,Libya-Dinar,1.27,6/30/13
6/30/13,Lithuanian-Lita,2.64,6/30/13
6/30/13,Luxembourg-Euro,0.77,6/30/13
6/30/13,Madagascar-Franc,2187.4299,6/30/13
6/30/13,Malawi-Kwacha,356,6/30/13
6/30/13,Malaysia-Ringgit,3.16,6/30/13
6/30/13,Mali-CFA Franc,501.41,6/30/13
6/30/13,Malta-Euro,0.77,6/30/13
6/30/13,Maltese-LIRA,0.789,6/30/13
6/30/13,Marshall Islands-U.S. Dollar,1,6/30/13
6/30/13,Mauritania-First Ouguiya,300,6/30/13
6/30/13,Mauritius-Rupee,30.85,6/30/13
6/30/13,Mexico-Peso,13.02,6/30/13
6/30/13,Micronesia-U.S. Dollar,1,6/30/13
6/30/13,Moldova-LEU,12.38,6/30/13
6/30/13,Mongolia-Tugrik,1444.03,6/30/13
6/30/13,Morocco-Dirham,8.53,6/30/13
6/30/13,Mozambique-Meticais,29.8,6/30/13
6/30/13,Mozambique-Metical,0.759,6/30/13
6/30/13,Nambia-Dollar,9.97,6/30/13
6/30/13,Nepal-Rupee,95.5,6/30/13
6/30/13,Netherland-Euro,0.77,6/30/13
6/30/13,Netherlands Antilles-Guilder,1.78,6/30/13
6/30/13,New Zealand-Dollar,1.28,6/30/13
6/30/13,Nicaragua-Cordoba,24.59,6/30/13
6/30/13,Niger-CFA Franc,501.41,6/30/13
6/30/13,Nigeria-Naira,161.9,6/30/13
6/30/13,Norway-Krone,6.04,6/30/13
6/30/13,Oman-Rial,0.39,6/30/13
6/30/13,Pakistan-Rupee,99.2,6/30/13
6/30/13,Panama-Balboa,1,6/30/13
6/30/13,Papua New Guinea-Kina,2.1,6/30/13
6/30/13,Paraguay-Guarani,4465,6/30/13
6/30/13,Peru-Sol,2.78,6/30/13
6/30/13,Philippines-Peso,43.09,6/30/13
6/30/13,Poland-Zloty,3.32,6/30/13
6/30/13,Portugal-Euro,0.77,6/30/13
6/30/13,Qatar-Riyal,3.64,6/30/13
6/30/13,Rep. of N Macedonia-Dinar,46,6/30/13
6/30/13,Republic of Palau-Dollar,1,6/30/13
6/30/13,Romania-New Leu,3.42,6/30/13
6/30/13,Russia-Ruble,32.74,6/30/13
6/30/13,Rwanda-Franc,641.3,6/30/13
6/30/13,Sao Tome & Principe-Dobras,18812.2305,6/30/13
6/30/13,Saudi Arabia-Riyal,3.75,6/30/13
6/30/13,Senegal-CFA Franc,501.41,6/30/13
6/30/13,Serbia-Dinar,87.41,6/30/13
6/30/13,Seychelles-Rupee,11.74,6/30/13
6/30/13,Sierra Leone-Leone,4300,6/30/13
6/30/13,Singapore-Dollar,1.27,6/30/13
6/30/13,Slovak-Korun,0.789,6/30/13
6/30/13,Slovakia-Euro,0.77,6/30/13
6/30/13,Slovenia-Euro,0.77,6/30/13
6/30/13,Slovenia-Tolars,0.009,6/30/13
6/30/13,Solomon Islands-Dollar,6.9,6/30/13
6/30/13,South Africa-Rand,9.97,6/30/13
6/30/13,Spain-Euro,0.77,6/30/13
6/30/13,Sri Lanka-Rupee,130.35,6/30/13
6/30/13,St. Lucia-E. Caribbean Dollar,2.7,6/30/13
6/30/13,Sudan-Dinar,5.7,6/30/13
6/30/13,Suriname-Guilder,3.35,6/30/13
6/30/13,Swaziland-Langeni,9.97,6/30/13
6/30/13,Sweden-Krona,6.72,6/30/13
6/30/13,Switzerland-Franc,0.95,6/30/13
6/30/13,Syria-Pound,65.0373,6/30/13
6/30/13,Taiwan-Dollar,30.06,6/30/13
6/30/13,Tajikistan-Somoni,4.76,6/30/13
6/30/13,Tanzania-Shilling,1627,6/30/13
6/30/13,Thailand-Baht,30.99,6/30/13
6/30/13,Togo-CFA Franc,501.41,6/30/13
6/30/13,Tonga-Pa'anga,1.72,6/30/13
6/30/13,Trinidad & Tobago-Dollar,6.38,6/30/13
6/30/13,Tunisia-Dinar,1.65,6/30/13
6/30/13,Turkey-New Lira,1.93,6/30/13
6/30/13,Turkmenistan-New Manat,2.84,6/30/13
6/30/13,Uganda-Shilling,2585,6/30/13
6/30/13,Ukraine-Hryvnia,8.15,6/30/13
6/30/13,United Arab Emirates-Dirham,3.67,6/30/13
6/30/13,United Kingdom-Pound,0.66,6/30/13
6/30/13,Uruguay-Peso,20.23,6/30/13
6/30/13,Uzbekistan-Som,2126,6/30/13
6/30/13,Vanuatu-Vatu,95.01,6/30/13
6/30/13,Venezuela-Soberano (OLD),6.3,6/30/13
6/30/13,Vietnam-Dong,21000,6/30/13
6/30/13,Western Samoa-Tala,2.27,6/30/13
6/30/13,Yemen-Rial,214.5,6/30/13
6/30/13,Zambia-Kwacha,5.47,6/30/13
6/30/13,Zimbabwe-Dollar,1,6/30/13
6/30/13,Zimbabwe-RTGS,1,6/30/13
6/30/13,Laos-Kip,7749,6/30/13
6/30/13,Iran-Rial,8229,6/30/13
3/31/13,Afghanistan-Afghani,53.18,3/31/13
3/31/13,Albania-Lek,109.07,3/31/13
3/31/13,Algeria-Dinar,78.9,3/31/13
3/31/13,Angola-Kwanza,95,3/31/13
3/31/13,Antigua & Barbuda-E. Caribbean Dollar,2.7,3/31/13
3/31/13,Argentina-Peso,5.12,3/31/13
3/31/13,Armenia-Dram,415,3/31/13
3/31/13,Australia-Dollar,0.96,3/31/13
3/31/13,Austria-Euro,0.78,3/31/13
3/31/13,Azerbaidjan-Second Manat,0.8,3/31/13
3/31/13,Bahamas-Dollar,1,3/31/13
3/31/13,Bahrain-Dinar,0.38,3/31/13
3/31/13,Bangladesh-Taka,80,3/31/13
3/31/13,Barbados-Dollar,2.02,3/31/13
3/31/13,Belarus-Ruble,8680,3/31/13
3/31/13,Belgium-Euro,0.78,3/31/13
3/31/13,Belize-Dollar,2,3/31/13
3/31/13,Benin-CFA Franc,511.67,3/31/13
3/31/13,Bermuda-Dollar,1,3/31/13
3/31/13,Bolivia-Boliviano,6.96,3/31/13
3/31/13,Bosnia-Marka,1.53,3/31/13
3/31/13,Botswana-Pula,8.24,3/31/13
3/31/13,Brazil-Real,2.02,3/31/13
3/31/13,Brunei-Dollar,1.24,3/31/13
3/31/13,Bulgaria-Lev New,1.53,3/31/13
3/31/13,Burkina Faso-CFA Franc,511.67,3/31/13
3/31/13,Burma-Kyat,878,3/31/13
3/31/13,Burundi-Franc,1650,3/31/13
3/31/13,Cambodia-Riel,4103,3/31/13
3/31/13,Cameroon-CFA Franc,511.67,3/31/13
3/31/13,Canada-Dollar,1.02,3/31/13
3/31/13,Cape Verde-Escudo,84.18,3/31/13
3/31/13,Cayman Island-Dollar,0.82,3/31/13
3/31/13,Central African Rep.-CFA Franc,511.67,3/31/13
3/31/13,Chad-CFA Franc,511.67,3/31/13
3/31/13,Chile-Peso,471.5,3/31/13
3/31/13,China-Renminbi,6.21,3/31/13
3/31/13,Colombia-Peso,1824,3/31/13
3/31/13,Comoros-Franc,361.35,3/31/13
3/31/13,Congo-CFA Franc,511.67,3/31/13
3/31/13,Costa Rica-Colon,498.6,3/31/13
3/31/13,Cote D'ivoire-CFA Franc,511.67,3/31/13
3/31/13,Croatia-KUNA,5.83,3/31/13
3/31/13,Cross Border-Euro,0.78,3/31/13
3/31/13,Cuba-Chavito,1,3/31/13
3/31/13,Cyprus-Euro,0.78,3/31/13
3/31/13,Cyprus-Pound,0.789,3/31/13
3/31/13,Czech. Republic-Koruna,19.7,3/31/13
3/31/13,Dem. Rep. of Congo-Franc,920,3/31/13
3/31/13,Denmark-Krone,5.82,3/31/13
3/31/13,Djibouti-Franc,177,3/31/13
3/31/13,Dominican Republic-Peso,40.86,3/31/13
3/31/13,Ecuador-Dolares,1,3/31/13
3/31/13,Egypt-Pound,6.8,3/31/13
3/31/13,El Salvador-Colon,1,3/31/13
3/31/13,Equatorial Guinea-CFA Franc,511.67,3/31/13
3/31/13,Eritrea-Nakfa,15,3/31/13
3/31/13,Estonia-Euro,0.78,3/31/13
3/31/13,Estonia-Kroon,11.697,3/31/13
3/31/13,Ethiopia-Birr,18.4,3/31/13
3/31/13,Euro Zone-Euro,0.78,3/31/13
3/31/13,Fiji-Dollar,1.76,3/31/13
3/31/13,Finland-Euro,0.78,3/31/13
3/31/13,France-Euro,0.78,3/31/13
3/31/13,Gabon-CFA Franc,511.67,3/31/13
3/31/13,Gambia-Dalasi,35,3/31/13
3/31/13,Georgia-Lari,1.66,3/31/13
3/31/13,Germany-Euro,0.78,3/31/13
3/31/13,Ghana-Second Cedi,1.94,3/31/13
3/31/13,Greece-Euro,0.78,3/31/13
3/31/13,Grenada-E.Caribbean Dollar,2.7,3/31/13
3/31/13,Guatemala-Quetzal,7.78,3/31/13
3/31/13,Guinea Bissau-CFA Franc,511.67,3/31/13
3/31/13,Guinea-Franc,6949,3/31/13
3/31/13,Guyana-Dollar,202,3/31/13
3/31/13,Haiti-Gourde,42.5,3/31/13
3/31/13,Honduras-Lempira,19.91,3/31/13
3/31/13,Hong Kong-Dollar,7.76,3/31/13
3/31/13,Hungary-Forint,237.29,3/31/13
3/31/13,Iceland-Krona,123.52,3/31/13
3/31/13,India-Rupee,54.15,3/31/13
3/31/13,Indonesia-Rupiah,9625,3/31/13
3/31/13,Iran-Rial,8229,3/31/13
3/31/13,Iraq-Dinar,1166,3/31/13
3/31/13,Ireland-Euro,0.78,3/31/13
3/31/13,Israel-Shekel,3.64,3/31/13
3/31/13,Italy-Euro,0.78,3/31/13
3/31/13,Jamaica-Dollar,96,3/31/13
3/31/13,Japan-Yen,94.06,3/31/13
3/31/13,Jordan-Dinar,0.71,3/31/13
3/31/13,Kazakhstan-Tenge,150.9,3/31/13
3/31/13,Kenya-Shilling,85.25,3/31/13
3/31/13,Korea-Won,1111.05,3/31/13
3/31/13,Kyrgyzstan-Som,47.6,3/31/13
3/31/13,Latvia-LATS,0.55,3/31/13
3/31/13,Lebanon-Pound,1500,3/31/13
3/31/13,Lesotho-Maloti,9.25,3/31/13
3/31/13,Liberia-Dollar,49,3/31/13
3/31/13,Libya-Dinar,1.28,3/31/13
3/31/13,Lithuanian-Lita,2.69,3/31/13
3/31/13,Luxembourg-Euro,0.78,3/31/13
3/31/13,Madagascar-Franc,2234.26,3/31/13
3/31/13,Malawi-Kwacha,415,3/31/13
3/31/13,Malaysia-Ringgit,3.09,3/31/13
3/31/13,Mali-CFA Franc,511.67,3/31/13
3/31/13,Malta-Euro,0.78,3/31/13
3/31/13,Maltese-LIRA,0.789,3/31/13
3/31/13,Marshall Islands-U.S. Dollar,1,3/31/13
3/31/13,Mauritania-First Ouguiya,300,3/31/13
3/31/13,Mauritius-Rupee,31.2,3/31/13
3/31/13,Mexico-Peso,12.32,3/31/13
3/31/13,Micronesia-U.S. Dollar,1,3/31/13
3/31/13,Moldova-LEU,12.35,3/31/13
3/31/13,Mongolia-Tugrik,1410.37,3/31/13
3/31/13,Morocco-Dirham,8.64,3/31/13
3/31/13,Mozambique-Meticais,30.2,3/31/13
3/31/13,Mozambique-Metical,0.759,3/31/13
3/31/13,Nambia-Dollar,9.25,3/31/13
3/31/13,Nepal-Rupee,86.9,3/31/13
3/31/13,Netherland-Euro,0.78,3/31/13
3/31/13,Netherlands Antilles-Guilder,1.78,3/31/13
3/31/13,New Zealand-Dollar,1.2,3/31/13
3/31/13,Nicaragua-Cordoba,24.35,3/31/13
3/31/13,Niger-CFA Franc,511.67,3/31/13
3/31/13,Nigeria-Naira,158.45,3/31/13
3/31/13,Norway-Krone,5.83,3/31/13
3/31/13,Oman-Rial,0.39,3/31/13
3/31/13,Pakistan-Rupee,98.38,3/31/13
3/31/13,Panama-Balboa,1,3/31/13
3/31/13,Papua New Guinea-Kina,1.99,3/31/13
3/31/13,Paraguay-Guarani,3996,3/31/13
3/31/13,Peru-Sol,2.59,3/31/13
3/31/13,Philippines-Peso,40.83,3/31/13
3/31/13,Poland-Zloty,3.26,3/31/13
3/31/13,Portugal-Euro,0.78,3/31/13
3/31/13,Qatar-Riyal,3.64,3/31/13
3/31/13,Rep. of N Macedonia-Dinar,46.7,3/31/13
3/31/13,Republic of Palau-Dollar,1,3/31/13
3/31/13,Romania-New Leu,3.44,3/31/13
3/31/13,Russia-Ruble,31.02,3/31/13
3/31/13,Rwanda-Franc,633.66,3/31/13
3/31/13,Sao Tome & Principe-Dobras,19189.4102,3/31/13
3/31/13,Saudi Arabia-Riyal,3.75,3/31/13
3/31/13,Senegal-CFA Franc,511.67,3/31/13
3/31/13,Serbia-Dinar,87.43,3/31/13
3/31/13,Seychelles-Rupee,11.27,3/31/13
3/31/13,Sierra Leone-Leone,4316,3/31/13
3/31/13,Singapore-Dollar,1.24,3/31/13
3/31/13,Slovak-Korun,0.789,3/31/13
3/31/13,Slovakia-Euro,0.78,3/31/13
3/31/13,Slovenia-Euro,0.78,3/31/13
3/31/13,Slovenia-Tolars,0.009,3/31/13
3/31/13,Solomon Islands-Dollar,7.3,3/31/13
3/31/13,South Africa-Rand,9.25,3/31/13
3/31/13,Spain-Euro,0.78,3/31/13
3/31/13,Sri Lanka-Rupee,126.7,3/31/13
3/31/13,St. Lucia-E. Caribbean Dollar,2.7,3/31/13
3/31/13,Sudan-Dinar,5.8,3/31/13
3/31/13,Suriname-Guilder,3.35,3/31/13
3/31/13,Swaziland-Langeni,9.25,3/31/13
3/31/13,Sweden-Krona,6.52,3/31/13
3/31/13,Switzerland-Franc,0.95,3/31/13
3/31/13,Syria-Pound,63,3/31/13
3/31/13,Taiwan-Dollar,29.85,3/31/13
3/31/13,Tajikistan-Somoni,4.76,3/31/13
3/31/13,Tanzania-Shilling,1612,3/31/13
3/31/13,Thailand-Baht,29.28,3/31/13
3/31/13,Togo-CFA Franc,511.67,3/31/13
3/31/13,Tonga-Pa'anga,1.65,3/31/13
3/31/13,Trinidad & Tobago-Dollar,6.38,3/31/13
3/31/13,Tunisia-Dinar,1.59,3/31/13
3/31/13,Turkey-New Lira,1.81,3/31/13
3/31/13,Turkmenistan-New Manat,2.84,3/31/13
3/31/13,Uganda-Shilling,2585,3/31/13
3/31/13,Ukraine-Hryvnia,8.13,3/31/13
3/31/13,United Arab Emirates-Dirham,3.67,3/31/13
3/31/13,United Kingdom-Pound,0.66,3/31/13
3/31/13,Uruguay-Peso,18.78,3/31/13
3/31/13,Uzbekistan-Som,2071,3/31/13
3/31/13,Vanuatu-Vatu,90.71,3/31/13
3/31/13,Venezuela-Soberano (OLD),6.3,3/31/13
3/31/13,Vietnam-Dong,20900,3/31/13
3/31/13,Western Samoa-Tala,2.18,3/31/13
3/31/13,Yemen-Rial,214.5,3/31/13
3/31/13,Zambia-Kwacha,5365,3/31/13
3/31/13,Zimbabwe-Dollar,1,3/31/13
3/31/13,Zimbabwe-RTGS,1,3/31/13
3/31/13,Kuwait-Dinar,0.29,3/31/13
3/31/13,Laos-Kip,7731,3/31/13
12/31/12,Afghanistan-Afghani,51.8,12/31/12
12/31/12,Albania-Lek,105.65,12/31/12
12/31/12,Algeria-Dinar,77.813,12/31/12
12/31/12,Angola-Kwanza,95,12/31/12
12/31/12,Antigua & Barbuda-E. Caribbean Dollar,2.7,12/31/12
12/31/12,Argentina-Peso,4.91,12/31/12
12/31/12,Armenia-Dram,406,12/31/12
12/31/12,Australia-Dollar,0.964,12/31/12
12/31/12,Austria-Euro,0.759,12/31/12
12/31/12,Azerbaidjan-Second Manat,0.8,12/31/12
12/31/12,Bahamas-Dollar,1,12/31/12
12/31/12,Bahrain-Dinar,0.377,12/31/12
12/31/12,Bangladesh-Taka,81,12/31/12
